カード名,仕様,R,型番,タイプ,21-01-25,21-01-26,21-01-27
アクジキングGX,,SR,053/050,悪,400,400,400
アローラベトベトンGX,,HR,060/051,悪,600,600,600
アローラベトベトンGX,,SR,054/051,悪,150,150,150
アブソル,,P,XY-P,悪,800,"1,000","1,000"
イベルタルEX,,-,037/036,悪,"20,000","20,000","20,000"
イベルタルEX,,-,187/171,悪,"3,500","3,500","3,500"
イベルタルEX,,SR,006/023,悪,700,700,700
カラマネロEX,,SR,091/088,悪,300,300,300
MサメハダーEX,,-,178/171,悪,500,500,500
サメハダーEX,,SR,074/070,悪,"1,200","1,200","1,200"
ゾロア,,P,116/BW-P,悪,800,800,800
ゾロアーク,,-,007/BW-P,悪,700,700,700
ゾロアーク,,UR,056/052,悪,"7,000","7,000","7,000"
ダークライEX,,SR,085/080,悪,"2,000","2,000","2,000"
ダークライEX,,SR,072/069,悪,"2,300","2,300","2,300"
ダークライEX,,P,BW-P,悪,"1,300","1,300","1,300"
MアブソルEX,,P,XY-P,悪,"1,500","1,500","1,500"
アブソルEX,,P,XY-P,悪,"1,500","1,500","1,500"
フーパGX,,SR,054/052,悪,50,50,50
フーパGX,,HR,060/052,悪,300,300,300
イベルタルGX,,HR,105/094,悪,"1,300","1,300","1,300"
イベルタルGX,,SR,097/094,悪,800,800,800
バンギラスGX,,SR,099/095,悪,100,100,100
バンギラスGX,,HR,107/095,悪,"1,100","1,100","1,100"
バンギラスGX,,RR,059/095,悪,30,30,30
ダークライ◇,,PR,031/066,悪,30,30,30
ダークライ◇,,PR,077/173,悪,30,30,30
フーパGX,,RR,031/052,悪,10,10,10
イベルタルGX,,RR,055/094,悪,300,300,300
イベルタルGX,ノーマル仕様,-,075/131,悪,300,300,300
ニューラ,ミラー,-,065/150,悪,10,10,10
マニューラ,,P,165/SM-P,悪,10,10,10
アブソル,ミラー,-,075/173,悪,100,100,100
ヤミラミ,,U,043/069,悪,10,10,10
ゾロアーク,ミラー,-,074/171,悪,50,50,50
ゾロアークGX,,RR,054/072,悪,10,10,10
ゾロアークGX,,RR,070/150,悪,10,10,10
ゾロアークBREAK,,RR,037/059,悪,30,30,30
ゾロアークBREAK,,-,075/171,悪,30,30,30
ダークライGX,,RR,040/049,悪,300,300,300
ダークライGX,,RR,064/114,悪,300,300,300
ダークライEX,,-,021/046,悪,50,50,50
ダークライEX,,R,044/069,悪,50,50,50
ダークライEX,,-,072/093,悪,50,50,50
ダークライEX,,-,012/048,悪,50,50,50
アクジキングGX,,RR,033/050,悪,30,30,30
アクジキングGX,,RR,065/114,悪,30,30,30
アローラベトベトンGX,,RR,033/051,悪,100,100,100
サザンドラ,,P,118/SM-P,悪,30,30,30
イベルタルBREAK,,RR,034/054,悪,10,10,10
ソルガレオGX,,HR,069/060,鋼,"1,800","1,800","1,800"
ソルガレオGX,,SR,063/060,鋼,800,800,800
メタグロスGX,,HR,059/050,鋼,"1,000","1,000","1,000"
メタグロスGX,,SR,054/050,鋼,500,500,500
カミツルギGX,,HR,058/050,鋼,500,500,500
カミツルギGX,,SR,053/050,鋼,100,100,100
テッカグヤGX,,HR,123/114,鋼,100,100,100
テッカグヤGX,,SR,117/114,鋼,50,50,50
ゲノセクトEX,,SR,083/078,鋼,800,800,800
ゲノセクトEX,,SR,078/076,鋼,"1,200","1,200","1,200"
ジラーチ,,P,235/XY-P,鋼,"13,000","13,000","13,000"
ジラーチEX,,R,051/076,鋼,"1,500","1,500","1,500"
ジラーチEX,,SR,079/076,鋼,"3,300","3,300","3,300"
ハッサムEX,,SR,086/080,鋼,"1,300","1,500","1,500"
マギアナEX,,SR,055/054,鋼,"1,000","1,000","1,000"
ツンデツンデGX,,SR,099/096,鋼,50,50,50
ツンデツンデGX,,HR,107/096,鋼,100,100,100
コバルオンGX,,SR,056/052,鋼,50,50,50
コバルオンGX,,HR,062/052,鋼,100,100,100
ゲノセクトGX,,HR,070/060,鋼,100,100,100
ゲノセクトGX,,SR,064/060,鋼,50,50,50
MハッサムEX,,SR,087/080,鋼,"1,800","1,800","1,800"
ジラーチ,,P,322/SM-P,鋼,"2,000","2,000","2,000"
メタグロス,,R,055/096,鋼,10,10,10
ジラーチ,,R,034/052,鋼,10,10,10
ジラーチ,,-,090/173,鋼,10,10,10
ジラーチ,ミラー,-,090/173,鋼,100,100,100
ジラーチ◇,,PR,057/096,鋼,200,250,250
ジラーチ◇,,PR,091/173,鋼,200,250,250
ゲノセクトGX,,RR,041/060,鋼,10,10,10
アイアント,,C,054/066,鋼,50,50,50
アイアント,,C,050/080,鋼,50,50,50
カミツルギGX,,RR,037/050,鋼,30,30,30
ギルガルドEX,SR仕様,-,179/171,鋼,400,400,400
ドータクン,ミラー,-,082/171,鋼,30,30,30
ハッサムEX,,RR,057/080,鋼,40,50,50
マギアナEX,,RR,035/054,鋼,30,30,30
マギアナEX,,-,089/171,鋼,30,30,30
コバルオン,ミラー,-,085/171,鋼,30,30,30
ニンフィアGX,,HR,064/051,妖,"20,000","20,000","20,000"
ニンフィアGX,,SR,057/051,妖,"3,500","3,500","3,500"
ニンフィアGX,,RR,040/051,妖,400,400,400
ニンフィアGX,,RR,073/114,妖,400,400,400
ニンフィアGX,,P,323/SM-P,妖,"6,500","6,500","6,500"
サーナイトGX,,HR,061/051,妖,"4,500","4,500","4,500"
サーナイトGX,,SR,055/051,妖,700,700,700
サーナイトEX,,SR,075/070,妖,"4,000","4,000","4,000"
サーナイトEX,,UR,059/054,妖,"5,000","5,000","5,000"
サーナイトEX,,SR,056/054,妖,"3,500","3,500","3,500"
サーナイトEX,ポケキュン仕様,RR,019/032,妖,"3,300","3,300","3,500"
MサーナイトEX,,SR,057/054,妖,"5,000","5,000","5,000"
MサーナイトEX,,SR,076/070,妖,"3,500","3,500","3,500"
MサーナイトEX,ポケキュン仕様,RR,020/032,妖,"5,000","5,000","5,000"
MサーナイトEX,,RR,051/070,妖,700,700,700
ニンフィアEX,ポケキュン仕様,RR,026/032,妖,"7,500","7,500","7,500"
ニンフィアEX,ポケキュン仕様,RR,025/032,妖,"2,500","2,500","2,500"
フラージェスEX,,SR,092/088,妖,400,400,400
ゼルネアスEX,,SR,063/060,妖,"2,000","2,000","2,000"
ゼルネアスGX,,HR,106/094,妖,800,800,800
ゼルネアスGX,,SR,098/094,妖,500,500,500
ディアンシー◇,,PR,051/094,闘,10,10,10
ディアンシー◇,,PR,058/150,闘,10,10,10
ディアンシー◇,,PR,070/173,闘,10,10,10
ゼルネアスGX,,RR,064/094,妖,30,30,30
キルリア,,P,106/SM-P,妖,10,10,10
サーナイトGX,,RR,038/051,妖,10,10,10
サーナイトGX,,RR,092/150,妖,10,10,10
サーナイトEX,,RR,050/070,妖,30,30,30
MサーナイトEX,,-,016/048,妖,50,50,50
MサーナイトEX,,RR,039/054,妖,300,300,300
MサーナイトEX,,-,092/171,妖,100,100,100
ゼルネアスBREAK,,-,097/171,妖,30,30,30
ゼルネアスBREAK,,RR,042/054,妖,30,30,30
バリヤード,,-,090/171,妖,10,10,10
バリヤード,ミラー,-,090/171,妖,30,30,30
ピッピ,,R,061/087,妖,500,500,500
アローラナッシーGX,,HR,059/050,竜,500,500,500
アローラナッシーGX,,SR,054/050,竜,200,200,200
オンバーンGX,,HR,061/051,竜,600,600,600
オンバーンGX,,SR,055/051,竜,300,300,300
ジャラランガGX,,HR,059/050,竜,500,500,500
ジャラランガGX,,SR,054/050,竜,300,300,300
ギラティナEX,,SR,091/081,竜,"1,500","1,500","1,500"
ギラティナEX,,SR,053/050,竜,"2,000","2,000","2,000"
サザンドラEX,,SR,084/078,竜,"2,000","2,000","2,000"
デンリュウEX,,SR,085/081,竜,"1,000","1,000","1,000"
MデンリュウEX,,SR,086/081,竜,"1,200","1,200","1,200"
ラティオスEX,,SR,082/078,竜,"1,500","1,500","1,500"
ラティオスEX,,SR,054/051,竜,"2,500","2,500","2,500"
ラティオスex,,-,011/018,無,"1,500","1,500","1,500"
MラティオスEX,,SR,083/078,竜,"1,800","1,800","1,800"
チルタリス,,P,291/XY-P,竜,"6,000","6,000","6,000"
カイリューGX,,HR,062/053,竜,"1,800","1,800","1,800"
カイリューGX,,SR,056/053,竜,700,700,700
チルタリスGX,,SR,100/096,竜,50,50,50
チルタリスGX,,HR,108/096,竜,300,300,300
ディアルガGX,,HR,075/066,竜,"2,500","2,500","2,500"
ディアルガGX,,SR,069/066,竜,300,300,300
ディアルガGX,,HR,060/050,鋼,"3,000","3,000","3,000"
ディアルガGX,,SR,054/050,鋼,300,300,300
パルキアGX,,HR,075/066,竜,"2,000","2,000","2,000"
パルキアGX,,SR,069/066,竜,300,300,300
パルキアGX,,HR,057/050,水,"2,800","2,800","2,800"
パルキアGX,,SR,051/050,水,300,300,300
ボーマンダGX,,HR,083/066,竜,"2,000","2,000","2,000"
ボーマンダGX,,SR,072/066,竜,300,300,300
レックウザGX,,SR,101/096,竜,"1,000","1,200","1,200"
レックウザGX,,HR,109/096,竜,"8,000","8,000","8,000"
オンバーンGX,,RR,040/051,竜,300,300,300
カイリューGX,,RR,028/053,竜,150,150,150
チルタリス,,P,222/SM-P,竜,50,50,50
チルタリスGX,,RR,061/096,竜,50,50,50
ラティオス◇,,PR,067/096,竜,50,50,50
ラティアス◇,,PR,066/096,竜,50,50,50
ディアルガGX,,RR,045/066,竜,30,30,30
ディアルガGX,,RR,035/050,鋼,10,10,10
パルキアGX,,RR,045/066,竜,50,50,50
パルキアGX,,RR,010/050,水,50,50,50
ボーマンダGX,,RR,045/066,竜,50,50,50
レックウザGX,,RR,100/173,竜,10,10,10
レックウザGX,,RR,068/096,竜,10,10,10
レックウザGX,,RR,098/150,竜,10,10,10
アローラナッシーGX,,RR,037/050,竜,30,30,30
ジャラランガGX,,RR,041/050,竜,30,30,30
MガブリアスEX,,P,XY-P,竜,150,150,150
ギラティナEX,,-,098/171,竜,10,10,10
ギラティナEX,,-,091/131,竜,10,10,10
ギラティナEX,,R,039/050,竜,150,150,150
ギラティナEX,,RR,057/081,竜,10,10,10
MデンリュウEX,,RR,028/081,竜,150,150,150
デンリュウEX,,RR,027/081,竜,50,50,50
ボーマンダEX,,P,253/XY-P,竜,50,50,50
ラティオスEX,,-,033/036,竜,50,50,50
ラティオスEX,,R,039/051,竜,50,50,50
ラティオスEX,,RR,048/078,竜,50,50,50
MラティオスEX,,RR,049/078,竜,50,50,50
イーブイ,,P,295/SM-P,無,600,600,600
リーフィアGX,,HR,073/066,草,"2,500","2,500","2,500"
リーフィアGX,,SR,067/066,草,500,500,500
リーフィアGX,,RR,012/066,草,250,250,250
リーフィアGX,,P,268/SM-P,草,"6,500","6,500","6,500"
グレイシアGX,,P,269/SM-P,水,"6,000","6,000","6,000"
グレイシアGX,,HR,073/066,水,"2,500","2,500","2,500"
グレイシアGX,,SR,067/066,水,600,600,600
ルギアGX,,SR,100/095,無,"1,500","1,500","1,500"
ルギアGX,,HR,108/095,無,"4,500","4,500","5,000"
ケンタロスGX,,HR,070/060,無,"1,100","1,100","1,100"
ケンタロスGX,,SR,064/060,無,200,200,200
ジジーロンGX,,HR,065/051,無,300,300,300
ジジーロンGX,,SR,058/051,無,200,200,200
シルヴァディGX,,HR,059/050,無,500,500,500
シルヴァディGX,,SR,054/050,無,200,200,200
シルヴァディGX,,P,122/SM-P,無,200,200,200
デカグースGX,,HR,070/060,無,400,400,400
デカグースGX,,SR,064/060,無,200,200,200
キテルグマGX,,P,035/SM-P,無,50,50,50
カイリューEX,,SR,098/087,無,"6,500","6,500","6,500"
カイリューEX,,RR,070/087,無,"1,300","1,300","1,300"
カイリューEX,,SR,100/096,竜,"2,500","2,500","2,500"
シェイミEX,,SR,087/078,無,"2,000","2,000","2,000"
シェイミEX,UR仕様,-,188/171,無,"5,500","5,500","5,500"
レックウザEX,,SR,085/078,無,"3,000","3,000","3,000"
レックウザ,,UR,055/050,竜,"50,000","50,000","50,000"
レックウザ,,P,144/BW-P,竜,"2,000","2,000","2,000"
レックウザ,未開封,P,144/BW-P,竜,"3,500","3,500","3,500"
レックウザEX,,SR,053/050,竜,"4,000","4,000","4,000"
レックウザ,,P,215/XY-P,竜,"1,500","1,500","1,500"
レックウザEX,,P,122/XY-P,無,800,800,800
レックウザEX,未開封,P,122/XY-P,無,"2,500","2,500","2,500"
レックウザEX,,P,123/XY-P,無,800,800,800
MレックウザEX,,UR,095/081,無,"5,500","5,500","5,500"
MレックウザEX,,SR,086/078,無,"6,500","6,500","6,500"
MレックウザEX,,P,272/XY-P,無,800,800,800
ルギア,,P,237/SM-P,無,600,600,600
ルギア,未開封,P,237/SM-P,無,"1,500","1,500","1,500"
ケンタロスGX,,P,263/SM-P,無,700,700,700
ヤレユータン,,P,027/SM-P,無,500,500,500
イーブイ,,P,247/SM-P,無,"2,300","2,300","2,300"
イーブイ,,P,245/SM-P,無,100,100,100
イーブイ,,P,310/SM-P,無,30,30,30
グレイシアGX,,RR,011/066,水,30,30,30
グレイシアGX,,RR,027/150,水,30,30,30
ブラッキー,,U,058/095,悪,10,10,10
アローララッタGX,,P,161/SM-P,悪,10,10,10
メタモン◇,,PR,043/060,無,30,30,30
メタモン◇,,PR,108/173,無,30,30,30
ルギアGX,,RR,072/095,無,150,150,150
アルセウス◇,,PR,037/050,無,30,30,30
MタブンネEX,,-,012/026,無,400,400,400
シェイミEX,,RR,063/078,無,50,50,50
シェイミEX,,-,098/131,無,50,50,50
シェイミEX,,-,106/171,無,50,50,50
シェイミEX,,-,021/048,無,50,50,50
レックウザEX,,-,034/036,竜,100,100,100
ラッタ,,U,047/059,無,200,200,300
タブンネEX,,-,011/026,無,30,30,30
カビゴンGX,,P,001/SM-P,無,150,150,150
シルヴァディGX,,RR,086/114,無,100,100,100
レジギガス,,P,117/SM-P,無,30,30,30
カイリューEX,,RR,069/096,竜,30,30,30
ニャース,,P,250/XY-P,無,50,50,50
MレックウザEX,,-,006/018,竜,100,100,100
レックウザEX,,RR,061/078,無,100,100,100
レックウザEX,,-,096/131,無,100,100,100
レックウザEX,,-,104/171,無,50,50,50
レックウザEX,,-,019/048,無,50,50,50
MレックウザEX,,-,020/048,無,50,50,50
MレックウザEX,,RR,062/078,無,100,100,100
MレックウザEX,,-,097/131,無,100,100,100
MレックウザEX,,-,105/171,無,100,100,100
コラッタ,,C,064/087,無,30,30,59
ムーランド,,R,053/059,無,10,10,10
ユニットエネルギー草炎水,,UR,078/066,エネルギー,400,400,400
ユニットエネルギー闘悪妖,,UR,110/094,エネルギー,100,100,100
ユニットエネルギー雷超鋼,,UR,078/066,エネルギー,300,300,300
カウンターエネルギー,,UR,061/050,エネルギー,900,900,900
ダブル無色エネルギー,,UR,067/051,エネルギー,"9,000","9,000","9,000"
ダブル無色エネルギー,ミラー,U,070/070,エネルギー,"3,000","3,000","3,000"
レインボーエネルギー,,UR,086/066,エネルギー,"3,000","3,000","3,500"
プリズムエネルギー,,P,129/BW-P,エネルギー,"2,300","2,300","2,300"
ワープエネルギー,,UR,061/050,エネルギー,500,500,500
メモリーエネルギー,,C,095/095,エネルギー,30,30,30
ダブル無色エネルギー,,U,087/087,エネルギー,700,700,700
ダブル無色エネルギー,,C,070/070,エネルギー,600,600,600
ダブル無色エネルギー,,-,026/026,エネルギー,50,50,50
ダブル無色エネルギー,ミラー,-,131/131,エネルギー,100,100,100
レインボーエネルギー,ミラー,U,070/070,エネルギー,400,400,400
レインボーエネルギー,,Ｐ,021/DPt-P,エネルギー,500,500,500
ダブルドラゴンエネルギー,,U,078/078,エネルギー,150,150,150
ダブルドラゴンエネルギー,,-,018/018,エネルギー,150,150,150
ダブルドラゴンエネルギー,,-,041/041,エネルギー,150,150,150
ダブルドラゴンエネルギー,,-,171/171,エネルギー,150,150,150
ダブルドラゴンエネルギー,,-,045/048,エネルギー,150,150,150
ダブルドラゴンエネルギー,バトルフェスタ,P,XY-P,エネルギー,800,800,800
ダブルドラゴンエネルギー,ミラー,-,171/171,エネルギー,800,800,800
ダブルドラゴンエネルギー,メガボーマンダジムバトル入賞,P,XY-P,エネルギー,800,800,800
プリズムエネルギー,,U,052/052,エネルギー,300,300,300
ワンダーエネルギー,ミラー,-,170/171,エネルギー,100,100,100
ブレンドエネルギー草炎超悪,ミラー,-,015/015,エネルギー,150,150,150
ブレンドエネルギー水雷闘鋼,ミラー,-,015/015,エネルギー,150,150,150
ダブル無色エネルギー,エンブオーマーク入り,-,022/022,エネルギー,30,30,30
ダブル無色エネルギー,トゲキッスマーク入り,-,022/022,エネルギー,30,30,30
ストロングエネルギー,ミラー,-,167/171,エネルギー,50,50,50
スプラッシュエネルギー,,U,080/080,エネルギー,30,30,30
スプラッシュエネルギー,,-,164/171,エネルギー,30,30,30
スプラッシュエネルギー,ミラー,-,164/171,エネルギー,50,50,50
フラッシュエネルギー,ミラー,-,165/171,エネルギー,100,100,100
ミステリーエネルギー,,U,088/088,エネルギー,10,10,10
ミステリーエネルギー,,-,018/018,エネルギー,10,10,10
ミステリーエネルギー,,-,166/171,エネルギー,10,10,10
ミステリーエネルギー,ミラー,-,166/171,エネルギー,50,50,50
ワンダーエネルギー,,U,070/070,エネルギー,10,10,10
ワンダーエネルギー,,-,170/171,エネルギー,10,10,10
ブレンドエネルギー草炎超悪,,-,045/046,エネルギー,100,100,100
ブレンドエネルギー草炎超悪,,-,015/015,エネルギー,100,100,100
ブレンドエネルギー草炎超悪,,U,050/050,エネルギー,100,100,100
ブレンドエネルギー水雷闘鋼,,-,015/015,エネルギー,100,100,100
ブレンドエネルギー水雷闘鋼,,U,050/050,エネルギー,100,100,100
ブレンドエネルギー水雷闘鋼,,-,046/046,エネルギー,100,100,100
アクアパッチ,,UR,060/050,グッズ,800,800,800
あとだしハンマー,,UR,109/095,グッズ,150,150,150
いれかえフロート,,UR,064/053,グッズ,500,500,500
エスケープボード,,UR,077/066,グッズ,600,600,600
エスケープボード,,P,271/SM-P,グッズ,"2,000","2,000","2,000"
エネポーター,,UR,108/094,グッズ,300,300,300
エネルギーリサイクル,,UR,061/050,グッズ,"4,000","4,000","4,000"
エレキチャージャー,,UR,063/052,グッズ,100,100,100
エレキパワー,,UR,071/060,グッズ,600,600,600
カウンターキャッチャー,,UR,060/050,グッズ,800,800,800
カウンターゲイン,,UR,073/060,グッズ,250,250,250
カスタムキャッチャー,,UR,072/060,グッズ,200,200,200
こだわりハチマキ,,UR,064/049,グッズ,"1,100","1,100","1,100"
こだわりメット,,UR,111/095,グッズ,100,100,100
じゃくてんほけん,,UR,080/070,グッズ,900,900,900
スーパーポケモン回収,,UR,062/051,グッズ,400,400,400
ダートじてんしゃ,,UR,110/096,グッズ,900,900,900
ダイブボール,,UR,080/070,グッズ,"3,000","3,000","3,000"
デンジャラスドリル,,UR,064/052,グッズ,250,250,250
トレーナーズポスト,,UR,097/081,グッズ,"1,500","1,500","1,500"
ねがいのバトン,,UR,060/050,グッズ,"1,000","1,000","1,000"
ネストボール,,UR,071/060,グッズ,"2,500","2,500","2,500"
ネットボール,,UR,061/050,グッズ,"1,000","1,000","1,000"
のぞきみレッドカード,,UR,076/066,グッズ,200,200,200
のろいのおふだ,,UR,063/050,グッズ,200,200,200
ハイパーボール,,UR,071/060,グッズ,"10,000","10,000","10,000"
ハイパーボール,,UR,058/051,グッズ,"9,000","9,000","9,000"
ハッスルベルト,,UR,112/096,グッズ,100,100,100
バトルサーチャー,,UR,091/078,グッズ,"3,000","3,000","3,000"
ビーストリング,,UR,062/050,グッズ,600,600,600
フィールドブロアー,,UR,060/050,グッズ,"1,500","1,500","1,500"
ふっかつそう,,UR,084/066,グッズ,300,300,300
プラスパワー,サマーカーニバル,P,082/BW-P,グッズ,600,600,600
ヘビーボール,バトルカーニバル2011,P,BW-P,グッズ,"2,000","2,000","2,000"
ぼうけんのカバン,,UR,062/050,グッズ,400,400,400
ポケナビ,,UR,085/066,グッズ,200,200,200
マルチつけかえ,,UR,065/049,グッズ,700,700,700
まんたんのくすり,,UR,061/050,グッズ,700,700,900
まんたんのくすり,,UR,058/051,グッズ,700,700,700
ミステリートレジャー,,UR,109/094,グッズ,"1,200","1,200","1,200"
ミッシングクローバー,,UR,077/066,グッズ,400,400,400
ムキムキダンベル,,UR,063/051,グッズ,300,300,300
メタルゴーグル,,UR,065/052,グッズ,200,200,200
ランダムレシーバー,,UR,079/070,グッズ,"1,200","1,200","1,200"
レインボーブラシ,,UR,111/096,グッズ,100,100,100
レジェンドボックス,,P,051/L-P,グッズ,"8,000","8,000","8,000"
レスキュータンカ,,UR,063/051,グッズ,"1,500","1,500","1,500"
レベルボール,バトルカーニバル2011,P,BW-P,グッズ,"10,000","10,000","10,000"
ロストミキサー,,UR,110/095,グッズ,200,200,200
ロトム図鑑,,UR,072/060,グッズ,500,500,500
火打石,,UR,065/053,グッズ,800,800,800
改造ハンマー,,UR,061/050,グッズ,500,500,500
改造ハンマー,,UR,079/070,グッズ,700,700,700
鋼鉄のフライパン,,UR,063/050,グッズ,800,800,800
竜の鉤爪,,UR,066/053,グッズ,200,200,200
殿堂の書,,P,XY-P,グッズ,"4,000","4,000","4,000"
殿堂の書,,P,SM-P,グッズ,"4,000","4,000","4,000"
イカサマコイン,,P,047/XY-P,グッズ,10,10,10
いたずらスコップ,,U,072/080,グッズ,10,10,10
